"# Constructed from biom file"																									
"#OTU ID"	"Tiberias_Pool_09_2017"	"Tiberias_Head_09_2017"	"Tiberias_Pool_09_2018"	"Tiberias_Pool_01_2019"	"Tiberias_Pool_06_2018"	"Tiberias_Pool_01_2018"	"Tiberias_Head_01_2019"	"Tiberias_Head_06_2018"	"Tiberias_Head_01_2018"	"Nur_09_2017"	"Maayan1_09_2017"	"Gesher_hana_09_2017"	"Maayan1_09_2018"	"Gesher_hana_09_2018"	"Ein7_09_2018"	"Maayan1_01_2018"	"Fuliya4_01_2019"	"Ein7_01_2018"	"Fuliya4_09_2017"	"Fuliya4_01_2018"	"Ein7_09_2017"	"Fuliya4_09_2018"	"Maayan1_01_2019"	"Gesher_hana_01_2019"	"Ein7_01_2019"
"3a6fe"	0	0.067567567567568	0	0	0	0.189090909090909	0	0	0.1982421875	0	0	0	0	0.013732833957553	0	0	0	0	0	0	0	0	0	0	0
"f8481"	0	0.042099792099792	0.006928406466513	0.004395000686719	0.068395554288971	0	0.085433312845728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a173a"	0.004626060138782	0.298856548856549	0.010392609699769	0	0.148760330578512	0.694545454545455	0.004302397049785	0.013824884792627	0.103515625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ae398"	0	0	0	0	0	0	0	0	0	0	0.211970074812968	0	0	0	0	0	0.663804071246819	0	0.011173184357542	0	0	0.324404761904762	0.045837231057063	0	0
"4fc90"	0	0	0	0	0	0	0	0	0	0.424657534246575	0	0.038437303087587	0	0.245942571785268	0.239520958083832	0	0	0.714285714285714	0.17877094972067	0	0.609195402298851	0	0	0.070327552986513	0.022435897435898
"0f112"	0	0	0.021280105575718	0.118527674769949	0.01196922200057	0.010909090909091	0.003073140749846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a4c37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489388264669163	0	0	0	0	0	0	0	0	0	0	0.115384615384615
"9d935"	0	0	0	0	0	0	0	0	0	0	0	0.363579080025205	0	0.004993757802747	0	0	0	0	0	0	0	0	0	0.063583815028902	0
"0bf27"	0	0	0	0	0	0	0	0	0	0	0.022443890274314	0.007561436672968	0.004613610149942	0	0	0.13911620294599	0.189885496183206	0	0	0.064777327935223	0	0.0625	0	0.147398843930636	0
"7901c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032459425717853	0.760479041916168	0.134751773049645	0	0.217917675544794	0	0	0.39080459770115	0	0	0.009633911368015	0.117445054945055
"32417"	0	0	0	0	0.048161869478484	0	0	0	0	0	0	0	0	0	0	0.051827605019094	0.058206106870229	0	0	0	0	0	0.044901777362021	0.089595375722543	0
"6dc32"	0	0	0	0	0	0	0	0	0	0	0.128428927680798	0.052930056710775	0.236447520184544	0	0	0.178396072013093	0	0	0	0.129554655870445	0	0	0.188961646398503	0.378612716763006	0
"26403"	0	0	0	0	0	0	0	0	0	0	0.239401496259352	0.182734719596723	0	0	0	0	0	0	0	0	0	0	0	0.074181117533719	0
"73caf"	0	0	0	0	0	0	0	0	0	0.575342465753425	0	0.003780718336484	0	0.213483146067416	0	0	0	0.067796610169492	0	0	0	0	0	0.006743737957611	0.744734432234432
"8294b"	0.003084040092521	0	0.008742989112504	0.212058783134185	0	0.083636363636364	0.277811923786109	0	0.0166015625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"fd7ae"	0.098689282960679	0.350831600831601	0.123391619927417	0.590303529734926	0.576802507836991	0	0.267977873386601	0.064516129032258	0.20361328125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d5b00"	0.893600616808019	0.240644490644491	0.82926426921808	0.074715011674221	0.145910515816472	0.021818181818182	0.36140135218193	0.921658986175115	0.4580078125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9b6f9"	0	0	0	0	0	0	0	0	0	0	0.337905236907731	0.347195967233774	0.004613610149942	0	0	0	0	0	0.810055865921788	0.781376518218624	0	0	0	0	0
"d7b79"	0	0	0	0	0	0	0	0	0.02001953125	0	0.059850374064838	0.003780718336484	0.754325259515571	0	0	0.495908346972177	0.088104325699746	0	0	0.024291497975709	0	0.613095238095238	0.720299345182413	0.159922928709056	0
